user_id,home_lat,home_lon,office_lat,office_lon,commute_time,commute_time_minutes,commute_duration_min,dist_home_office_km,overlap_score,time_diff_minutes,accepted,past_acceptance_rate,optimal_notify_minutes,optimal_notify_time,day_of_week,response_time_lag_min
U01031,28.745496,77.072552,28.526323,77.263787,07:39,459,42,30.631,0.8156,11,0,0.5521,362,06:02,5,11.8
U01032,28.644288,76.903466,28.877627,76.896157,07:44,464,37,25.91,0.1066,41,0,0.2308,443,07:23,3,7.2
U01033,28.835401,76.850523,28.654725,76.994389,07:03,423,48,24.452,0.9232,4,1,0.8531,367,06:07,4,7.3
U01034,28.601264,77.346986,28.814328,76.972929,09:03,543,43,43.453,0.6638,15,1,0.6303,468,07:48,2,6.9
U01035,28.710594,77.287095,28.837307,77.276183,09:39,579,54,14.105,0.9095,10,0,0.8273,555,09:15,0,19.9
U01036,28.564334,77.305292,28.648865,76.958955,08:15,495,75,35.044,0.4089,9,1,0.5402,395,06:35,1,7.0
U01037,28.595915,76.985127,28.618743,76.995063,09:08,548,39,2.713,0.5257,20,1,0.6223,491,08:11,0,5.2
U01038,28.611224,76.952252,28.665385,77.104582,09:49,589,19,16.015,0.0276,16,0,0.3144,486,08:06,0,7.5
U01039,28.460387,77.057192,28.806915,76.878821,09:34,574,76,42.22,0.4659,4,1,0.5749,539,08:59,4,10.6
U01040,28.444027,77.071193,28.863037,77.330227,09:39,579,28,52.937,0.5907,1,1,0.5707,556,09:16,1,1.0
U01041,28.720395,76.842856,28.557595,77.090442,09:30,570,84,30.123,0.1006,25,1,0.2913,506,08:26,3,10.0
U01042,28.714649,77.237419,28.754543,76.937121,09:09,549,54,29.567,0.9812,13,1,0.7664,433,07:13,2,1.0
U01043,28.718197,77.3483,28.53698,76.978119,07:40,460,54,41.27,0.0044,11,0,0.3432,432,07:12,4,15.4
U01044,28.409488,77.109632,28.693257,77.247023,08:26,506,45,34.236,0.2675,2,0,0.4288,474,07:54,4,1.0
U01045,28.556742,77.038012,28.786299,77.163343,08:29,509,68,28.259,0.6156,2,0,0.7323,411,06:51,5,4.0
U01046,28.494949,77.040303,28.825513,77.076959,10:17,617,63,36.867,0.4976,23,1,0.3787,586,09:46,2,1.0
U01047,28.773513,76.888999,28.615384,77.009117,07:47,467,84,21.087,0.2392,3,0,0.5796,388,06:28,4,17.0
U01048,28.813103,76.975743,28.577483,77.299349,09:48,588,16,40.922,0.9868,18,0,0.6698,564,09:24,1,7.9
U01049,28.518407,77.096088,28.521657,77.234008,09:24,564,29,13.456,0.1889,9,0,0.5149,541,09:01,6,19.1
U01050,28.720568,77.060242,28.46404,77.206237,09:37,577,35,31.824,0.5684,6,0,0.7118,519,08:39,3,17.9
U01051,28.462094,77.117968,28.57516,77.06746,09:32,572,29,13.483,0.1159,10,1,0.4537,488,08:08,5,14.2
U01052,28.532073,77.273023,28.818549,77.340392,08:16,496,86,32.47,0.0561,0,1,0.383,417,06:57,4,1.0
U01053,28.466554,76.954874,28.601029,77.202136,09:20,560,20,28.372,0.4879,13,0,0.5967,445,07:25,4,8.8
U01054,28.53609,76.854109,28.552301,77.056049,07:00,420,24,19.774,0.8047,9,1,0.6916,395,06:35,1,14.8
U01055,28.723874,76.859495,28.754783,77.329882,07:45,465,48,45.916,0.5313,9,1,0.5146,439,07:19,3,9.9
U01056,28.836957,76.908426,28.503481,77.29682,08:04,484,34,52.881,0.2936,32,1,0.4133,387,06:27,4,6.2
U01057,28.497211,77.130946,28.523018,77.217382,08:48,528,39,8.905,0.0167,1,0,0.5353,473,07:53,1,9.8
U01058,28.660198,77.252174,28.849236,77.231168,07:29,449,60,21.083,0.9405,24,1,0.6774,408,06:48,4,10.2
U01059,28.736668,77.292271,28.439163,77.05605,09:32,572,57,40.238,0.2119,1,0,0.4736,463,07:43,0,1.0
U01060,28.857403,77.163908,28.599023,77.098749,07:29,449,79,29.371,0.5746,21,0,0.5712,398,06:38,1,5.2
U01061,28.692829,77.045603,28.676841,76.937689,08:57,537,48,10.656,0.0155,18,0,0.3749,514,08:34,4,11.3
U01062,28.522451,76.918803,28.510525,77.143652,07:54,474,85,21.969,0.0972,10,0,0.3485,453,07:33,1,12.4
U01063,28.70023,77.044723,28.534886,77.028657,07:29,449,29,18.42,0.1702,0,1,0.5799,360,06:00,4,9.2
U01064,28.553836,77.009532,28.506486,77.017194,07:12,432,29,5.309,0.1123,28,0,0.3328,397,06:37,2,6.0
U01065,28.868542,77.283713,28.565689,77.323596,08:48,528,44,33.839,0.5308,8,1,0.533,410,06:50,4,7.0
U01066,28.591845,77.088227,28.831283,76.92404,09:10,550,23,31.023,0.3971,3,1,0.6523,511,08:31,6,4.2
U01067,28.729005,76.95536,28.607162,77.263287,07:00,420,17,32.883,0.8013,9,0,0.6875,362,06:02,1,7.5
U01068,28.411149,76.987289,28.600558,76.983549,09:39,579,42,21.028,0.1162,5,0,0.4226,553,09:13,0,12.3
U01069,28.592029,76.9096,28.585559,76.854614,08:54,534,55,5.407,0.4311,3,1,0.6334,468,07:48,4,20.1
U01070,28.820052,77.308479,28.862776,76.860636,09:21,561,35,43.811,0.4283,0,0,0.5775,445,07:25,1,2.0
U01071,28.692909,76.865676,28.456304,77.058881,08:38,518,35,32.306,0.2308,14,0,0.4991,400,06:40,4,14.3
U01072,28.613093,76.846552,28.8185,77.071775,08:21,501,22,31.647,0.096,0,1,0.4593,444,07:24,2,9.9
U01073,28.84925,76.933324,28.557037,77.003328,08:44,524,23,33.142,0.0107,4,0,0.4217,499,08:19,1,1.0
U01074,28.809913,77.253546,28.859126,77.181078,09:51,591,81,8.917,0.0188,25,1,0.1837,502,08:22,3,7.5
U01075,28.554664,77.106968,28.551309,77.087525,08:24,504,19,1.932,0.3986,1,1,0.7985,453,07:33,0,7.1
U01076,28.661383,77.15918,28.43978,76.877798,09:09,549,67,36.826,0.0543,2,1,0.3438,443,07:23,4,8.0
U01077,28.635116,77.022443,28.64962,77.017516,08:00,480,68,1.68,0.3946,3,1,0.6948,454,07:34,2,13.2
U01078,28.703457,76.875026,28.509375,76.892001,07:48,468,30,21.606,0.4374,4,0,0.6174,439,07:19,4,17.9
U01079,28.560373,77.276641,28.761435,76.872087,07:07,427,33,45.318,0.4454,10,1,0.4769,360,06:00,2,14.5
U01080,28.517218,76.937866,28.715507,76.946236,08:37,517,42,22.025,0.1917,6,1,0.617,432,07:12,3,9.1
U01081,28.838082,76.85686,28.729505,77.197293,07:45,465,64,35.228,0.4987,7,1,0.4902,380,06:20,1,9.6
U01082,28.84346,77.132079,28.492875,77.194961,07:19,439,17,39.392,0.3923,31,0,0.4559,365,06:05,3,18.4
U01083,28.804795,76.882478,28.740143,77.279308,08:26,506,76,39.259,0.9895,11,1,0.8709,400,06:40,3,2.7
U01084,28.869538,76.888839,28.549439,77.225774,07:49,469,40,48.323,0.0454,11,1,0.3033,382,06:22,5,14.2
U01085,28.757596,77.248192,28.879364,77.113103,09:13,553,52,18.854,0.0539,10,0,0.3735,514,08:34,4,2.3
U01086,28.76704,77.090721,28.751248,76.999432,09:11,551,83,9.054,0.8245,10,1,0.8412,451,07:31,6,1.0
U01087,28.766043,76.963169,28.683398,76.842964,09:25,565,24,14.865,0.266,18,0,0.3103,491,08:11,0,11.2
U01088,28.630692,77.017799,28.816217,77.17004,08:55,535,86,25.379,0.1838,15,0,0.4072,497,08:17,5,1.0
U01089,28.619097,77.211913,28.68287,76.987754,08:02,482,61,22.96,0.8745,10,1,0.7911,391,06:31,2,6.0
U01090,28.515309,76.873841,28.66532,76.967551,09:28,568,47,18.995,0.5327,21,1,0.5009,481,08:01,2,14.9
U01091,28.709513,76.899405,28.513911,77.337161,08:15,495,20,47.829,0.6158,11,1,0.4782,447,07:27,2,3.4
U01092,28.538874,77.154294,28.725494,76.928862,08:51,531,20,30.205,0.008,2,1,0.5273,493,08:13,2,17.0
U01093,28.523748,77.149556,28.579829,76.856542,07:56,476,76,29.247,0.2608,25,0,0.3882,368,06:08,4,1.0
U01094,28.681261,77.335956,28.42068,77.324189,07:34,454,45,28.947,0.2592,6,1,0.393,360,06:00,0,13.2
U01095,28.596792,77.03102,28.79171,76.996063,08:29,509,72,21.902,0.7609,17,1,0.6949,470,07:50,3,1.1
U01096,28.505051,76.87319,28.424899,77.040644,08:55,535,77,18.6,0.3856,3,0,0.5418,447,07:27,0,7.0
U01097,28.791707,77.114144,28.722704,76.881277,09:57,597,45,23.913,0.5774,19,0,0.3661,566,09:26,1,9.1
U01098,28.813074,77.165557,28.475226,77.046073,08:11,491,38,39.26,0.9319,12,1,0.6915,380,06:20,3,6.6
U01099,28.480496,76.911197,28.607633,77.335833,09:33,573,35,43.768,0.9847,25,0,0.8022,525,08:45,1,6.7
U01100,28.403603,77.12196,28.812364,77.19395,09:18,558,62,45.914,0.1273,0,0,0.5036,521,08:41,0,1.0
U01101,28.561342,76.940861,28.445321,77.081651,07:24,444,68,18.822,0.5559,11,1,0.7269,360,06:00,4,15.1
U01102,28.782805,77.270812,28.720232,76.996811,07:42,462,41,27.547,0.6991,44,0,0.3874,360,06:00,1,1.9
U01103,28.802803,77.265932,28.694057,77.026682,08:23,503,57,26.216,0.7821,14,1,0.6605,412,06:52,3,1.8
U01104,28.466398,77.059111,28.816414,77.151726,09:33,573,55,39.889,0.9201,20,1,0.6881,464,07:44,5,7.5
U01105,28.771681,77.333039,28.482913,76.96977,08:49,529,25,47.714,0.7283,10,1,0.6446,420,07:00,0,4.5
U01106,28.455538,77.339685,28.783898,76.917493,08:00,480,54,55.009,0.6899,29,0,0.4916,431,07:11,1,12.2
U01107,28.58723,76.905918,28.616058,77.195077,08:35,515,71,28.365,0.0541,22,0,0.2142,434,07:14,3,5.3
U01108,28.879333,77.027534,28.605749,77.28343,09:32,572,87,39.253,0.5448,9,1,0.6496,484,08:04,5,8.0
U01109,28.492444,77.146164,28.573656,77.299785,07:07,427,40,17.489,0.5988,18,0,0.5636,360,06:00,2,8.6
U01110,28.473903,76.883267,28.585076,77.269123,09:01,541,32,39.62,0.6965,0,0,0.7401,467,07:47,4,12.9
U01111,28.602944,77.035154,28.649581,77.110606,08:39,519,82,8.992,0.5834,35,1,0.5312,445,07:25,3,5.4
U01112,28.697441,76.973198,28.451264,77.242304,08:32,512,83,37.858,0.4095,15,1,0.4533,411,06:51,4,1.0
U01113,28.847792,77.325546,28.604032,77.312441,07:31,451,77,27.087,0.4875,15,1,0.4039,360,06:00,0,4.0
U01114,28.870794,77.049909,28.712951,76.851915,09:37,577,40,26.026,0.9673,4,1,0.8012,551,09:11,2,13.7
U01115,28.433428,77.228962,28.639132,77.05017,09:45,585,35,28.739,0.3291,5,1,0.5697,478,07:58,1,9.7
U01116,28.466239,77.03722,28.479598,76.944104,08:47,527,61,9.206,0.7845,4,1,0.8104,468,07:48,5,6.1
U01117,28.779554,76.907224,28.574265,77.348352,09:02,542,34,48.591,0.6074,11,0,0.6492,475,07:55,6,8.3
U01118,28.529903,77.280207,28.612622,77.314079,08:34,514,72,9.758,0.4438,8,0,0.6522,451,07:31,4,6.7
U01119,28.824728,76.840213,28.72106,77.249115,08:05,485,44,41.396,0.4143,8,1,0.4638,465,07:45,4,11.9
U01120,28.718458,76.86853,28.832368,76.990899,07:51,471,39,17.372,0.5372,24,0,0.5185,394,06:34,3,9.7
U01121,28.453686,77.025836,28.66418,77.325572,09:28,568,75,37.438,0.7998,7,0,0.6857,450,07:30,6,6.6
U01122,28.799614,77.190318,28.724657,76.854918,07:00,420,41,33.669,0.1222,5,0,0.4123,360,06:00,1,12.6
U01123,28.484651,77.014269,28.437051,76.9359,09:31,571,24,9.294,0.9107,9,1,0.8239,502,08:22,0,13.9
U01124,28.603278,76.87382,28.858144,77.154606,09:01,541,74,39.359,0.7741,0,1,0.6614,519,08:39,0,3.4
U01125,28.665049,77.002098,28.5513,77.244433,08:14,494,38,26.767,0.349,3,0,0.5709,400,06:40,1,3.5
U01126,28.640368,76.96494,28.57006,77.290652,07:31,451,64,32.676,0.0102,30,0,0.2403,365,06:05,0,20.0
U01127,28.729358,76.842764,28.506965,76.993259,09:33,573,64,28.705,0.1052,1,0,0.527,508,08:28,4,11.1
U01128,28.71329,77.112749,28.440642,77.03931,08:48,528,21,31.097,0.1444,8,0,0.391,472,07:52,2,16.3
U01129,28.87618,76.899489,28.779222,77.071962,09:22,562,17,19.921,0.1036,0,0,0.4439,506,08:26,4,12.5
U01130,28.879723,76.986623,28.515435,76.853757,09:12,552,76,42.448,0.1028,11,1,0.4833,511,08:31,6,10.3
U01131,28.647901,77.167007,28.53569,77.280624,07:41,461,19,16.662,0.9601,25,1,0.6516,406,06:46,1,1.0
U01132,28.445696,77.209809,28.487262,77.012354,09:15,555,39,19.816,0.6585,6,1,0.6921,519,08:39,0,1.9
U01133,28.749365,76.974362,28.867945,76.941632,07:53,473,72,13.542,0.8206,0,0,0.7947,418,06:58,2,11.3
U01134,28.868799,77.007889,28.774897,77.048691,08:06,486,28,11.152,0.5628,20,0,0.5483,373,06:13,1,3.5
U01135,28.552797,76.965924,28.846352,77.202387,08:48,528,54,39.916,0.6195,21,1,0.5961,451,07:31,6,7.3
U01136,28.62138,77.328013,28.813627,77.284167,09:07,547,23,21.763,0.881,7,1,0.6745,469,07:49,1,12.6
U01137,28.603893,76.937165,28.835022,76.949842,08:47,527,56,25.685,0.262,19,0,0.4351,427,07:07,4,8.7
U01138,28.424681,76.933422,28.629936,76.928033,07:43,463,68,22.789,0.6945,15,1,0.635,360,06:00,4,10.0
U01139,28.722687,77.066968,28.48186,77.321329,09:37,577,33,36.437,0.8993,18,1,0.6098,501,08:21,3,14.9
U01140,28.569602,76.936546,28.556903,77.120955,07:26,446,36,18.032,0.9363,28,1,0.6696,390,06:30,1,15.4
U01141,28.777983,76.919921,28.540377,77.026544,08:40,520,54,28.341,0.444,7,0,0.5977,448,07:28,4,7.7
U01142,28.799418,76.888899,28.744224,76.941653,09:18,558,74,7.992,0.8567,11,1,0.754,452,07:32,4,14.4
U01143,28.794191,77.166487,28.412323,77.347576,07:08,428,55,45.902,0.5039,6,0,0.5541,378,06:18,3,3.2
U01144,28.6,77.152162,28.46818,77.206784,08:23,503,67,15.57,0.2579,8,0,0.4966,385,06:25,4,9.1
U01145,28.554342,77.171583,28.727785,76.951122,08:55,535,46,28.856,0.251,0,1,0.5454,469,07:49,0,10.8
U01146,28.759434,77.234383,28.459252,76.886542,09:05,545,24,47.496,0.4518,9,1,0.581,453,07:33,4,7.5
U01147,28.784667,77.006443,28.42318,76.941634,09:05,545,87,40.617,0.2579,32,0,0.3117,508,08:28,0,6.9
U01148,28.635804,77.308396,28.452423,76.966349,09:41,581,74,39.048,0.03,3,0,0.41,463,07:43,1,2.4
U01149,28.828655,77.213934,28.731524,76.896654,08:21,501,18,32.683,0.1055,0,0,0.4688,407,06:47,3,7.8
U01150,28.469076,77.250401,28.466876,76.957122,08:39,519,35,28.618,0.8492,2,1,0.773,410,06:50,2,1.0
U01151,28.821953,77.207691,28.470226,76.899558,07:49,469,46,49.216,0.8825,2,1,0.8159,371,06:11,3,7.3
U01152,28.446126,77.022812,28.510544,77.032643,09:39,579,21,7.215,0.873,3,1,0.8747,516,08:36,1,8.3
U01153,28.473692,76.984347,28.760437,77.08796,07:17,437,79,33.396,0.5537,2,0,0.6648,394,06:34,3,11.7
U01154,28.656243,77.055484,28.496169,77.072195,08:55,535,27,17.843,0.9352,17,1,0.7983,435,07:15,5,2.1
U01155,28.432409,76.889485,28.41698,77.262897,09:44,584,30,36.489,0.4991,15,1,0.6207,508,08:28,1,9.7
U01156,28.425347,77.070153,28.834814,76.969538,09:30,570,38,46.5,0.4625,32,0,0.4216,526,08:46,0,10.8
U01157,28.400249,76.862002,28.820633,77.292418,07:29,449,85,62.798,0.4744,0,1,0.598,401,06:41,3,7.9
U01158,28.609432,76.842012,28.488713,77.303143,09:37,577,31,46.891,0.2541,4,1,0.5115,539,08:59,5,10.2
U01159,28.771819,77.315064,28.527364,77.329498,08:23,503,46,27.171,0.6135,3,1,0.6436,386,06:26,3,9.3
U01160,28.416722,77.191562,28.490508,76.932301,07:57,477,66,26.603,0.449,2,1,0.6236,387,06:27,1,1.0
U01161,28.713084,77.126542,28.745377,76.965333,07:45,465,26,16.098,0.9747,16,1,0.742,416,06:56,3,3.4
U01162,28.795101,77.013962,28.520004,77.158154,09:43,583,21,33.603,0.172,24,1,0.3888,542,09:02,1,18.7
U01163,28.48064,77.130974,28.847096,76.911855,07:43,463,21,45.953,0.0767,6,0,0.4387,360,06:00,4,11.3
U01164,28.470495,77.294704,28.797268,76.883667,07:40,460,28,54.076,0.3511,29,0,0.4756,368,06:08,0,5.0
U01165,28.813184,77.172714,28.682433,76.877586,08:05,485,39,32.164,0.2155,20,0,0.3671,395,06:35,0,9.8
U01166,28.7951,77.147266,28.40429,77.149136,09:07,547,85,43.38,0.9919,18,1,0.6917,521,08:41,1,11.6
U01167,28.658692,77.074704,28.824161,77.250386,07:28,448,83,25.103,0.5586,12,1,0.612,360,06:00,1,15.7
U01168,28.793216,77.016305,28.749326,76.972032,08:26,506,57,6.503,0.3597,8,0,0.6027,443,07:23,3,6.1
U01169,28.444523,77.196259,28.778196,77.316102,10:03,603,85,38.841,0.6427,11,1,0.5944,512,08:32,0,5.0
U01170,28.589351,77.3403,28.434476,77.243887,09:52,592,17,19.592,0.4531,11,1,0.6619,554,09:14,2,5.5
U01171,28.754143,77.056626,28.740109,76.879505,07:12,432,57,17.306,0.2088,17,0,0.5118,360,06:00,0,5.1
U01172,28.523577,77.040025,28.786203,77.047725,07:36,456,48,29.161,0.3945,14,0,0.6072,427,07:07,3,5.0
U01173,28.761118,77.058338,28.859185,76.874688,08:16,496,23,20.925,0.2864,22,1,0.43,430,07:10,2,8.9
U01174,28.642006,77.057027,28.678626,77.306749,09:17,557,56,24.664,0.6376,6,1,0.6348,514,08:34,5,5.9
U01175,28.760128,77.345219,28.64386,77.218829,08:29,509,49,17.827,0.8166,12,1,0.7542,442,07:22,4,7.7
U01176,28.623046,77.200457,28.60419,77.190138,09:40,580,72,2.322,0.2626,4,1,0.59,474,07:54,1,17.4
U01177,28.576594,77.023184,28.736618,77.188178,07:17,437,46,23.962,0.6213,8,0,0.6276,417,06:57,2,3.2
U01178,28.505211,77.029466,28.841994,76.985443,10:05,605,47,37.629,0.7085,31,0,0.4995,539,08:59,4,9.7
U01179,28.500022,77.059706,28.687882,77.316105,07:20,440,32,32.564,0.37,4,0,0.5273,360,06:00,1,2.3
U01180,28.760716,76.858723,28.509096,77.310616,07:02,422,50,52.092,0.4875,6,1,0.5265,360,06:00,5,12.6
U01181,28.457077,77.109186,28.408435,77.217139,08:19,499,20,11.838,0.3588,0,1,0.6962,423,07:03,2,13.6
U01182,28.441272,77.253804,28.697174,77.079154,08:43,523,57,33.128,0.3729,3,0,0.638,437,07:17,4,3.7
U01183,28.48462,77.17689,28.815007,76.864029,08:14,494,43,47.714,0.4462,10,0,0.447,416,06:56,4,4.5
U01184,28.484166,76.941195,28.431668,76.854439,07:36,456,35,10.276,0.2954,16,1,0.4053,391,06:31,0,11.3
U01185,28.795092,77.211297,28.590834,76.910449,08:41,521,42,37.02,0.4883,11,0,0.5479,483,08:03,1,6.6
U01186,28.591283,77.206924,28.851223,77.14384,08:05,485,81,29.501,0.7522,21,0,0.6386,385,06:25,4,15.1
U01187,28.875386,76.973895,28.640805,77.247031,09:18,558,67,37.187,0.3943,17,0,0.4813,495,08:15,4,2.0
U01188,28.465861,77.157666,28.505916,77.323718,09:36,576,78,16.802,0.9454,15,1,0.805,469,07:49,4,13.4
U01189,28.713699,77.151584,28.569755,76.929435,08:44,524,44,26.888,0.218,21,1,0.3018,483,08:03,6,19.2
U01190,28.61539,77.268292,28.595907,76.980519,09:19,559,44,28.124,0.4495,7,1,0.5205,520,08:40,6,10.0
U01191,28.588601,76.909397,28.456299,76.867591,08:33,513,15,15.24,0.6017,13,1,0.5643,472,07:52,0,4.8
U01192,28.82004,76.939368,28.71718,77.344414,08:24,504,66,41.013,0.5433,27,0,0.4523,419,06:59,6,4.1
U01193,28.868286,77.087844,28.684239,77.238267,09:44,584,16,25.123,0.9469,6,1,0.849,510,08:30,3,7.2
U01194,28.818972,76.862514,28.710907,77.085164,08:40,520,87,24.754,0.3243,16,0,0.3882,435,07:15,3,11.4
U01195,28.492304,77.051953,28.69318,77.133538,08:22,502,66,23.675,0.3776,21,1,0.5002,458,07:38,0,1.0
U01196,28.505983,77.241992,28.408003,77.126709,08:39,519,49,15.644,0.5957,1,0,0.7469,464,07:44,1,6.5
U01197,28.714915,76.915844,28.483742,76.969724,09:21,561,64,26.191,0.5964,22,0,0.5682,475,07:55,2,8.7
U01198,28.53876,77.074574,28.479475,76.934549,09:39,579,89,15.157,0.7874,8,1,0.7529,509,08:29,1,15.8
U01199,28.752668,77.344782,28.447017,76.991458,08:39,519,27,48.304,0.7945,1,1,0.8116,462,07:42,3,17.3
U01200,28.671882,77.098019,28.753028,76.966048,08:17,497,70,15.695,0.0109,3,1,0.4549,445,07:25,0,7.3
U01201,28.664436,77.094145,28.457666,77.124339,08:23,503,79,23.139,0.7642,23,1,0.6362,446,07:26,2,2.5
U01202,28.797703,77.124985,28.720733,76.997183,08:27,507,58,15.084,0.7179,14,1,0.7583,460,07:40,5,8.7
U01203,28.741056,76.934862,28.485627,77.211762,09:17,557,64,39.117,0.5858,15,0,0.4802,467,07:47,4,8.9
U01204,28.412757,76.915054,28.456789,77.129649,09:09,549,52,21.513,0.317,6,0,0.5699,513,08:33,3,13.9
U01205,28.42374,77.185451,28.478014,77.111455,07:20,440,26,9.406,0.9071,0,1,0.9201,360,06:00,0,5.8
U01206,28.688748,77.041841,28.644034,77.32516,09:43,583,88,28.031,0.7382,11,1,0.691,556,09:16,0,3.1
U01207,28.633372,76.987852,28.709832,77.004429,09:44,584,36,8.639,0.2573,10,0,0.4803,524,08:44,4,7.9
U01208,28.524889,76.85601,28.789724,77.163988,09:35,575,43,42.028,0.3052,6,0,0.4344,506,08:26,4,6.3
U01209,28.600955,77.271486,28.46171,76.840026,08:24,504,88,44.799,0.7105,28,1,0.4849,391,06:31,2,6.2
U01210,28.763797,76.856488,28.69577,77.215831,07:20,440,19,35.772,0.9177,5,1,0.8014,360,06:00,0,3.7
U01211,28.796774,77.222491,28.771443,77.096297,08:11,491,45,12.593,0.4905,1,0,0.6376,439,07:19,2,1.7
U01212,28.669387,77.034814,28.549954,76.946276,09:18,558,56,15.815,0.8792,22,1,0.7059,502,08:22,1,11.1
U01213,28.584977,77.145331,28.438263,76.84077,08:04,484,32,33.859,0.3821,9,0,0.3693,393,06:33,0,9.3
U01214,28.529934,76.966316,28.474854,77.200541,09:57,597,65,23.646,0.3952,21,1,0.4303,491,08:11,1,4.0
U01215,28.650521,76.919254,28.443948,77.177977,08:06,486,54,34.072,0.6859,9,1,0.6543,387,06:27,5,12.1
U01216,28.55108,77.112028,28.825862,77.179358,08:51,531,34,31.199,0.0505,11,1,0.3186,421,07:01,0,1.0
U01217,28.670766,77.194765,28.580817,77.063102,07:35,455,30,16.251,0.1389,16,0,0.4316,414,06:54,3,6.0
U01218,28.724793,76.939702,28.651207,77.166042,09:35,575,36,23.497,0.7284,6,1,0.7255,506,08:26,1,9.1
U01219,28.431718,77.062543,28.76897,77.131381,09:34,574,74,38.033,0.2421,2,0,0.3986,507,08:27,6,13.5
U01220,28.400512,77.066774,28.578319,76.961836,09:18,558,54,22.238,0.1751,12,1,0.4977,497,08:17,2,5.2
U01221,28.501893,76.950149,28.711569,77.104572,08:50,530,74,27.723,0.0891,4,0,0.4165,508,08:28,1,13.6
U01222,28.829366,77.128175,28.436806,77.102442,08:38,518,68,43.646,0.2249,21,1,0.3564,476,07:56,2,4.7
U01223,28.71022,76.914427,28.630835,77.260048,09:50,590,75,34.782,0.2505,0,1,0.5435,537,08:57,3,12.1
U01224,28.482541,77.099972,28.446329,77.061079,07:15,435,79,5.528,0.3412,6,1,0.566,374,06:14,3,16.4
U01225,28.827327,76.89785,28.519176,77.062404,07:02,422,61,37.763,0.9383,16,1,0.7356,376,06:16,3,3.0
U01226,28.625579,77.087627,28.540804,77.342046,07:38,458,42,26.515,0.6446,36,0,0.5293,403,06:43,4,8.8
U01227,28.628524,76.998916,28.74444,77.296177,07:10,430,67,31.692,0.6933,17,1,0.605,360,06:00,1,10.7
U01228,28.84906,77.070646,28.72357,76.963566,08:51,531,85,17.39,0.1327,7,1,0.4047,479,07:59,3,1.8
U01229,28.428554,77.061212,28.758598,77.304249,07:47,467,39,43.646,0.1927,7,0,0.422,425,07:05,3,10.2
U01230,28.503286,77.303046,28.429642,76.910363,08:20,500,51,39.167,0.8987,24,1,0.7209,434,07:14,5,5.2
U01231,28.68117,77.089867,28.877079,77.275229,07:17,437,80,28.261,0.6343,4,1,0.7679,415,06:55,2,3.8
U01232,28.493834,77.257434,28.426122,76.933495,08:23,503,59,32.483,0.8097,6,1,0.757,461,07:41,3,5.9
U01233,28.726173,76.955083,28.796359,77.057058,08:35,515,25,12.618,0.3575,0,1,0.7951,493,08:13,0,5.5
U01234,28.502764,77.019562,28.755329,77.3418,07:37,457,41,42.119,0.5772,21,0,0.5579,431,07:11,1,12.0
U01235,28.447595,76.878296,28.684046,76.889495,09:42,582,34,26.269,0.5022,32,0,0.492,486,08:06,3,8.0
U01236,28.499353,77.054581,28.610651,77.268292,09:45,585,50,24.233,0.2054,0,0,0.5869,563,09:23,6,19.6
U01237,28.602912,77.181037,28.763424,77.092314,09:26,566,89,19.804,0.8248,24,1,0.6276,532,08:52,1,5.3
U01238,28.484546,77.267465,28.755132,76.896606,08:12,492,77,47.024,0.3338,4,1,0.604,455,07:35,0,10.4
U01239,28.464652,77.128617,28.465846,77.325771,08:57,537,87,19.239,0.4669,0,1,0.6562,453,07:33,3,7.2
U01240,28.812935,77.166437,28.780464,77.120108,09:23,563,70,5.77,0.133,14,0,0.4599,510,08:30,1,1.6
U01241,28.553791,76.930406,28.437707,77.289127,08:27,507,53,37.273,0.6384,16,1,0.571,467,07:47,3,16.0
U01242,28.573164,76.858975,28.640262,77.283245,07:23,443,64,42.023,0.7911,1,1,0.7254,360,06:00,3,8.6
U01243,28.42653,77.243761,28.709639,76.847464,08:37,517,52,49.841,0.4104,13,0,0.5131,475,07:55,1,4.1
U01244,28.571537,76.925189,28.794411,76.975069,07:10,430,18,25.212,0.9781,3,1,0.8782,360,06:00,2,10.0
U01245,28.527107,76.886496,28.622293,77.01183,08:14,494,23,16.157,0.2576,7,1,0.5501,394,06:34,3,13.2
U01246,28.693033,77.318157,28.513692,77.112781,07:46,466,56,28.217,0.8731,16,1,0.7556,360,06:00,5,3.8
U01247,28.498587,77.331396,28.635517,76.876652,09:22,562,64,46.892,0.7212,21,0,0.6001,474,07:54,0,8.3
U01248,28.826415,77.154291,28.5201,77.038373,09:51,591,34,35.821,0.9273,23,0,0.5621,544,09:04,4,13.2
U01249,28.84624,77.033105,28.653788,77.255465,08:26,506,17,30.393,0.7406,10,0,0.67,421,07:01,1,8.8
U01250,28.447919,77.264952,28.622004,76.928327,08:28,508,20,38.115,0.4949,8,0,0.5559,413,06:53,0,10.8
U01251,28.451553,76.944407,28.774642,77.197651,07:35,455,38,43.554,0.4135,7,0,0.5154,360,06:00,0,6.7
U01252,28.455357,77.05899,28.515243,77.074768,09:09,549,79,6.823,0.8294,10,1,0.761,524,08:44,4,1.0
U01253,28.697393,77.022079,28.495993,76.87606,07:30,450,46,26.493,0.8404,17,1,0.7297,360,06:00,4,6.7
U01254,28.458545,77.305477,28.627609,76.930461,09:47,587,88,41.128,0.5889,17,0,0.567,486,08:06,5,5.2
